Value of maximum flow: 61559
Flow:
(0, 331, 42)
(0, 299, 27)
(0, 540, 33)
(1, 418, 10)
(1, 594, 47)
(1, 686, 41)
(3, 309, 53)
(4, 309, 120)
(6, 309, 48)
(8, 140, 48)
(8, 912, 8)
(8, 688, 63)
(8, 78, 11)
(8, 671, 7)
(8, 309, 90)
(9, 75, 3)
(9, 440, 1)
(9, 309, 55)
(11, 309, 51)
(12, 309, 68)
(12, 861, 27)
(12, 744, 31)
(13, 140, 24)
(13, 33, 23)
(13, 691, 30)
(13, 605, 26)
(13, 309, 57)
(14, 309, 81)
(16, 309, 66)
(16, 913, 17)
(16, 773, 27)
(17, 784, 41)
(19, 349, 24)
(19, 865, 67)
(19, 75, 30)
(19, 309, 30)
(20, 309, 129)
(22, 518, 34)
(23, 309, 151)
(24, 309, 86)
(25, 309, 64)
(26, 309, 251)
(27, 309, 256)
(28, 941, 51)
(28, 519, 12)
(29, 309, 122)
(30, 939, 9)
(30, 428, 72)
(30, 154, 31)
(31, 335, 17)
(31, 742, 20)
(32, 309, 181)
(33, 309, 124)
(34, 309, 90)
(35, 309, 116)
(37, 309, 136)
(38, 309, 109)
(39, 128, 1)
(39, 565, 37)
(40, 241, 37)
(40, 24, 8)
(41, 309, 179)
(42, 309, 60)
(44, 309, 75)
(45, 309, 65)
(46, 960, 7)
(46, 307, 1)
(46, 997, 17)
(46, 309, 39)
(47, 309, 33)
(48, 735, 127)
(48, 309, 76)
(48, 301, 1)
(48, 727, 63)
(48, 187, 14)
(50, 309, 83)
(51, 228, 21)
(51, 619, 19)
(53, 953, 35)
(53, 99, 45)
(53, 168, 33)
(53, 315, 3)
(53, 501, 17)
(53, 245, 19)
(54, 528, 54)
(55, 173, 12)
(55, 816, 18)
(55, 399, 24)
(55, 423, 10)
(55, 14, 13)
(55, 309, 42)
(56, 309, 84)
(57, 570, 31)
(57, 450, 20)
(57, 515, 16)
(58, 733, 80)
(58, 608, 57)
(58, 671, 24)
(58, 442, 34)
(58, 309, 56)
(59, 960, 23)
(59, 307, 5)
(59, 309, 107)
(60, 691, 51)
(60, 309, 86)
(61, 309, 37)
(61, 199, 108)
(61, 183, 25)
(63, 757, 52)
(63, 972, 32)
(63, 26, 3)
(63, 309, 37)
(64, 710, 13)
(64, 357, 14)
(64, 544, 17)
(64, 176, 12)
(65, 177, 55)
(66, 931, 23)
(66, 491, 18)
(66, 567, 81)
(67, 657, 39)
(67, 863, 17)
(68, 309, 53)
(68, 378, 39)
(69, 309, 32)
(70, 738, 25)
(70, 381, 51)
(71, 419, 14)
(71, 893, 69)
(71, 579, 45)
(71, 309, 31)
(72, 650, 28)
(72, 845, 9)
(72, 316, 59)
(72, 637, 69)
(72, 391, 38)
(72, 755, 59)
(72, 309, 91)
(73, 309, 156)
(74, 309, 38)
(74, 267, 3)
(75, 309, 215)
(77, 257, 7)
(77, 389, 3)
(77, 741, 27)
(78, 309, 105)
(79, 965, 59)
(80, 128, 19)
(80, 710, 8)
(80, 309, 114)
(81, 309, 22)
(82, 309, 110)
(82, 378, 38)
(82, 367, 51)
(83, 579, 4)
(83, 760, 13)
(83, 211, 24)
(83, 349, 64)
(84, 309, 37)
(85, 238, 6)
(85, 398, 25)
(85, 378, 22)
(86, 191, 90)
(86, 565, 15)
(86, 93, 51)
(86, 309, 92)
(87, 26, 65)
(87, 309, 95)
(88, 326, 14)
(88, 309, 95)
(89, 647, 49)
(89, 878, 45)
(89, 382, 31)
(89, 482, 48)
(89, 858, 19)
(89, 657, 6)
(90, 309, 51)
(90, 939, 2)
(91, 309, 123)
(92, 381, 23)
(92, 613, 16)
(92, 475, 25)
(92, 559, 27)
(92, 288, 84)
(92, 678, 38)
(93, 309, 91)
(95, 238, 52)
(95, 337, 23)
(96, 309, 151)
(97, 309, 158)
(99, 309, 110)
(100, 806, 105)
(100, 696, 28)
(100, 309, 77)
(101, 309, 35)
(101, 567, 15)
(102, 33, 43)
(102, 605, 76)
(102, 541, 83)
(102, 34, 49)
(102, 579, 1)
(103, 806, 10)
(103, 75, 51)
(103, 904, 32)
(103, 474, 93)
(103, 790, 18)
(104, 326, 14)
(104, 309, 60)
(105, 228, 33)
(106, 309, 69)
(106, 165, 102)
(108, 309, 20)
(110, 309, 43)
(111, 309, 59)
(112, 859, 15)
(112, 241, 70)
(113, 309, 156)
(114, 985, 54)
(114, 348, 39)
(114, 309, 107)
(114, 815, 1)
(115, 309, 120)
(117, 309, 85)
(120, 326, 1)
(120, 446, 63)
(120, 634, 34)
(120, 309, 60)
(121, 309, 218)
(122, 309, 159)
(123, 309, 90)
(124, 309, 104)
(125, 309, 82)
(125, 647, 38)
(125, 367, 30)
(125, 668, 24)
(125, 495, 14)
(126, 575, 46)
(126, 123, 8)
(127, 172, 1)
(127, 464, 37)
(127, 961, 61)
(127, 605, 18)
(127, 419, 11)
(128, 309, 219)
(129, 924, 3)
(129, 864, 42)
(129, 267, 35)
(129, 164, 18)
(131, 309, 68)
(133, 309, 26)
(134, 309, 132)
(134, 267, 10)
(135, 309, 90)
(136, 825, 45)
(137, 398, 35)
(138, 309, 35)
(138, 154, 32)
(138, 666, 9)
(140, 309, 143)
(141, 309, 90)
(142, 718, 48)
(143, 309, 147)
(144, 184, 32)
(145, 228, 7)
(145, 619, 3)
(145, 735, 28)
(145, 815, 9)
(145, 728, 29)
(145, 246, 51)
(145, 4, 20)
(145, 32, 7)
(147, 309, 190)
(148, 309, 90)
(148, 540, 2)
(148, 175, 21)
(148, 491, 43)
(148, 883, 15)
(151, 309, 34)
(151, 492, 15)
(153, 309, 74)
(154, 309, 187)
(155, 378, 33)
(155, 472, 23)
(155, 277, 18)
(155, 422, 22)
(155, 337, 10)
(157, 808, 26)
(157, 945, 55)
(157, 853, 19)
(157, 709, 37)
(158, 309, 151)
(159, 309, 124)
(160, 979, 13)
(160, 309, 38)
(161, 634, 75)
(161, 661, 27)
(161, 613, 110)
(162, 309, 92)
(164, 309, 49)
(165, 309, 140)
(166, 309, 46)
(168, 309, 72)
(169, 309, 139)
(170, 323, 35)
(170, 492, 59)
(170, 747, 26)
(171, 309, 128)
(172, 309, 70)
(173, 309, 72)
(174, 816, 37)
(174, 309, 87)
(175, 309, 148)
(176, 309, 161)
(177, 309, 169)
(178, 865, 33)
(178, 38, 3)
(178, 205, 15)
(178, 266, 50)
(178, 934, 65)
(178, 185, 51)
(178, 950, 41)
(178, 528, 3)
(180, 110, 9)
(180, 81, 1)
(180, 309, 55)
(181, 309, 141)
(182, 309, 41)
(183, 309, 86)
(184, 309, 81)
(185, 309, 172)
(186, 309, 90)
(187, 309, 120)
(188, 760, 2)
(188, 171, 62)
(188, 823, 57)
(188, 645, 1)
(190, 309, 44)
(190, 165, 2)
(191, 309, 164)
(192, 939, 7)
(192, 389, 126)
(192, 428, 31)
(194, 309, 84)
(194, 885, 53)
(194, 338, 10)
(195, 309, 61)
(195, 864, 34)
(195, 763, 6)
(198, 208, 53)
(198, 960, 14)
(199, 309, 265)
(200, 208, 31)
(200, 309, 44)
(201, 309, 151)
(202, 506, 27)
(203, 309, 24)
(203, 596, 14)
(203, 690, 22)
(203, 888, 43)
(203, 953, 6)
(204, 309, 60)
(204, 331, 12)
(204, 444, 72)
(204, 797, 28)
(205, 309, 82)
(206, 862, 5)
(206, 391, 37)
(206, 619, 20)
(206, 309, 56)
(208, 309, 189)
(209, 762, 78)
(209, 359, 66)
(210, 309, 69)
(210, 335, 5)
(211, 309, 88)
(213, 309, 142)
(214, 657, 16)
(214, 773, 14)
(214, 512, 22)
(214, 336, 80)
(214, 731, 6)
(215, 309, 82)
(216, 861, 84)
(216, 767, 30)
(216, 254, 14)
(216, 335, 112)
(218, 697, 42)
(218, 309, 88)
(219, 556, 12)
(219, 26, 19)
(219, 582, 17)
(220, 307, 41)
(221, 309, 11)
(222, 309, 90)
(222, 466, 6)
(222, 254, 5)
(223, 309, 73)
(224, 309, 80)
(224, 529, 7)
(224, 409, 69)
(227, 832, 39)
(227, 519, 47)
(228, 309, 184)
(229, 692, 16)
(230, 960, 42)
(231, 337, 104)
(231, 371, 16)
(232, 582, 9)
(232, 110, 21)
(232, 949, 4)
(232, 309, 40)
(233, 807, 74)
(234, 309, 142)
(235, 84, 37)
(235, 33, 12)
(236, 223, 55)
(236, 999, 76)
(236, 183, 50)
(237, 309, 69)
(238, 309, 129)
(239, 81, 21)
(239, 515, 21)
(239, 309, 53)
(240, 309, 33)
(241, 309, 318)
(243, 11, 51)
(243, 416, 55)
(243, 309, 85)
(244, 309, 93)
(245, 309, 100)
(246, 309, 219)
(247, 309, 162)
(248, 309, 56)
(249, 309, 94)
(250, 870, 38)
(251, 537, 21)
(251, 678, 77)
(252, 309, 24)
(253, 697, 1)
(253, 515, 26)
(253, 309, 31)
(254, 309, 126)
(255, 309, 39)
(255, 939, 32)
(255, 257, 15)
(256, 304, 34)
(256, 912, 33)
(256, 680, 17)
(256, 309, 27)
(257, 309, 134)
(258, 309, 16)
(258, 666, 25)
(260, 564, 3)
(260, 428, 21)
(261, 309, 65)
(262, 37, 41)
(262, 345, 20)
(263, 309, 36)
(263, 175, 27)
(265, 309, 56)
(266, 309, 120)
(267, 309, 145)
(268, 309, 115)
(268, 859, 40)
(268, 241, 51)
(269, 309, 95)
(270, 816, 16)
(270, 169, 17)
(271, 309, 53)
(272, 827, 17)
(272, 309, 63)
(273, 309, 25)
(273, 841, 76)
(273, 449, 59)
(273, 238, 14)
(273, 880, 53)
(273, 686, 1)
(274, 309, 86)
(274, 777, 28)
(275, 309, 45)
(275, 354, 43)
(275, 449, 15)
(277, 309, 66)
(279, 997, 58)
(280, 946, 15)
(280, 309, 58)
(281, 309, 51)
(285, 309, 18)
(286, 309, 59)
(287, 117, 26)
(287, 806, 53)
(288, 309, 175)
(290, 309, 113)
(291, 466, 58)
(292, 845, 9)
(292, 135, 18)
(292, 91, 8)
(292, 309, 117)
(294, 666, 4)
(294, 123, 23)
(294, 245, 33)
(294, 814, 16)
(296, 309, 96)
(296, 825, 14)
(296, 344, 2)
(299, 309, 137)
(300, 26, 40)
(300, 110, 13)
(300, 697, 33)
(300, 309, 44)
(301, 309, 22)
(302, 309, 43)
(302, 596, 3)
(302, 841, 6)
(303, 344, 24)
(303, 498, 67)
(303, 747, 27)
(304, 309, 49)
(305, 309, 57)
(305, 799, 35)
(305, 108, 20)
(306, 309, 167)
(307, 309, 198)
(308, 309, 92)
(310, 309, 158)
(312, 515, 15)
(312, 423, 40)
(313, 309, 46)
(314, 309, 39)
(315, 309, 98)
(316, 309, 67)
(318, 309, 25)
(318, 378, 28)
(318, 308, 44)
(318, 371, 6)
(318, 772, 47)
(318, 338, 69)
(319, 309, 74)
(320, 309, 120)
(320, 777, 6)
(320, 122, 19)
(321, 309, 82)
(322, 34, 24)
(322, 211, 8)
(322, 645, 8)
(322, 675, 20)
(322, 349, 64)
(322, 309, 32)
(323, 309, 62)
(324, 309, 109)
(325, 50, 75)
(325, 594, 8)
(325, 686, 3)
(325, 398, 40)
(326, 309, 68)
(327, 309, 149)
(329, 806, 21)
(329, 309, 70)
(330, 309, 21)
(330, 888, 29)
(330, 953, 40)
(331, 309, 82)
(332, 309, 21)
(333, 309, 69)
(334, 309, 44)
(335, 309, 176)
(336, 309, 80)
(337, 309, 207)
(338, 309, 296)
(339, 309, 91)
(340, 245, 12)
(340, 595, 32)
(341, 886, 4)
(341, 153, 30)
(341, 945, 5)
(342, 309, 44)
(342, 378, 26)
(342, 976, 9)
(342, 382, 8)
(344, 309, 102)
(345, 309, 79)
(346, 354, 61)
(346, 841, 15)
(348, 309, 150)
(349, 309, 230)
(350, 309, 95)
(351, 241, 26)
(351, 799, 30)
(351, 590, 7)
(352, 309, 109)
(353, 309, 134)
(353, 718, 40)
(354, 309, 155)
(355, 309, 57)
(355, 718, 48)
(355, 177, 111)
(356, 506, 104)
(356, 213, 45)
(357, 309, 44)
(358, 954, 71)
(358, 775, 36)
(358, 538, 8)
(358, 309, 48)
(359, 309, 107)
(360, 870, 44)
(361, 309, 40)
(362, 121, 42)
(362, 596, 10)
(363, 309, 117)
(364, 309, 86)
(365, 579, 39)
(365, 827, 6)
(365, 309, 45)
(366, 861, 43)
(366, 508, 80)
(366, 241, 57)
(366, 742, 26)
(367, 309, 157)
(368, 692, 82)
(368, 249, 30)
(368, 549, 48)
(369, 309, 58)
(371, 309, 159)
(372, 309, 44)
(374, 38, 46)
(374, 696, 40)
(374, 904, 41)
(375, 309, 40)
(376, 243, 191)
(376, 635, 79)
(376, 566, 235)
(376, 186, 18)
(376, 959, 187)
(376, 486, 146)
(376, 558, 37)
(376, 271, 44)
(376, 941, 33)
(376, 431, 132)
(376, 227, 86)
(376, 832, 43)
(376, 44, 55)
(376, 978, 27)
(376, 511, 176)
(376, 27, 177)
(376, 581, 48)
(376, 868, 287)
(376, 534, 57)
(376, 704, 90)
(376, 620, 27)
(376, 556, 17)
(376, 719, 141)
(376, 562, 129)
(376, 463, 57)
(376, 851, 123)
(376, 547, 105)
(376, 525, 225)
(376, 542, 40)
(376, 641, 149)
(376, 417, 69)
(376, 426, 50)
(376, 97, 20)
(376, 990, 33)
(376, 26, 17)
(376, 28, 63)
(376, 202, 27)
(376, 927, 170)
(376, 625, 145)
(376, 930, 57)
(376, 356, 149)
(376, 63, 124)
(376, 973, 287)
(376, 601, 237)
(376, 87, 160)
(376, 219, 48)
(376, 453, 77)
(376, 524, 192)
(376, 582, 98)
(376, 459, 46)
(376, 436, 239)
(376, 280, 73)
(376, 574, 65)
(376, 908, 96)
(376, 300, 130)
(376, 833, 116)
(376, 839, 46)
(376, 232, 74)
(376, 386, 101)
(376, 57, 67)
(376, 570, 18)
(376, 180, 65)
(376, 592, 78)
(376, 239, 95)
(376, 602, 92)
(376, 734, 143)
(376, 884, 181)
(376, 480, 121)
(376, 393, 11)
(376, 451, 209)
(376, 923, 179)
(376, 712, 72)
(376, 901, 117)
(376, 662, 44)
(376, 758, 80)
(376, 218, 130)
(376, 521, 48)
(376, 55, 119)
(376, 585, 171)
(376, 987, 101)
(376, 469, 52)
(376, 598, 83)
(376, 423, 32)
(376, 174, 124)
(376, 270, 33)
(376, 14, 31)
(376, 496, 55)
(376, 312, 55)
(376, 253, 58)
(376, 584, 144)
(376, 906, 48)
(376, 882, 122)
(376, 922, 98)
(376, 140, 71)
(376, 545, 80)
(376, 628, 36)
(376, 256, 111)
(376, 102, 252)
(376, 659, 145)
(376, 700, 63)
(376, 826, 132)
(376, 235, 49)
(376, 787, 212)
(376, 13, 160)
(376, 733, 105)
(376, 691, 57)
(376, 957, 53)
(376, 78, 69)
(376, 127, 128)
(376, 671, 77)
(376, 954, 72)
(376, 424, 100)
(376, 394, 329)
(376, 8, 227)
(376, 58, 251)
(376, 3, 34)
(376, 60, 137)
(376, 890, 79)
(376, 579, 59)
(376, 707, 49)
(376, 546, 85)
(376, 532, 53)
(376, 760, 70)
(376, 171, 66)
(376, 211, 56)
(376, 71, 159)
(376, 918, 94)
(376, 358, 163)
(376, 306, 68)
(376, 998, 185)
(376, 461, 206)
(376, 111, 48)
(376, 83, 105)
(376, 188, 122)
(376, 645, 61)
(376, 675, 52)
(376, 272, 80)
(376, 806, 61)
(376, 476, 259)
(376, 75, 20)
